,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.0909208,0.5351559,-0.58195245,0.7079711,2.820247,-0.73596567,0.61724424,-0.17420657,-0.36064917,0.50615126,0.28436086,0.4489393,-0.28963396,1.6941619,2.5856457,0.7657811
1,-0.5468235,-0.13051315,0.106840275,-1.0473113,-0.7304028,0.5321565,-1.0481504,0.11627558,-0.42937222,-0.68117434,-0.84232,-0.8094938,-0.77626437,-0.91677463,-0.85593945,-0.9255146
2,1.3679678,0.41412514,0.9486981,0.3569146,0.71884197,0.3829657,0.8191103,0.5519988,1.2887039,1.957327,0.81456363,0.50365376,0.41819212,0.9309651,0.043565787,-0.20671393
3,0.5017527,-1.2197897,-1.2707453,1.6106877,-0.58547837,-0.43758395,2.585438,-0.39206818,-0.22320308,0.28627616,0.15181017,0.61308277,1.7011268,-0.5150921,1.6470317,3.1758776
4,-0.4100527,-1.1592743,-1.1176802,-0.19474559,-0.54924726,-0.21379767,-0.4425524,-0.8277914,-0.6355413,-0.15347408,-0.643494,-0.7547793,-0.20115569,-0.5150921,-0.46485022,-0.5026907
5,0.5017527,-1.0382437,-0.73501754,0.8584238,-0.15070494,-0.06460684,0.97050977,-0.39206818,-0.42937222,0.15435109,-0.17956656,0.011223457,0.28547472,0.24810477,0.47376394,0.6389339
6,0.45616242,-0.67515147,-0.35235488,0.10615997,-0.2956294,0.08458401,0.21351218,-0.028965496,-0.49809527,0.022426015,0.15181017,0.06593794,0.5951486,-0.19374605,-0.2693056,0.34295717
7,2.0062315,-0.31205925,1.1782957,5.071101,1.1898464,1.3527062,5.3106294,0.98772204,0.25785822,2.0892522,0.880839,0.61308277,1.6126486,1.9753397,3.8762403,1.4845817
8,0.3193916,0.59567124,1.1782957,0.7079711,-0.15070494,1.9494696,0.4153782,2.0770302,1.42615,1.5175768,0.880839,0.7772262,0.41819212,0.16776825,0.39554608,0.7657811
9,-0.18210134,-0.25154388,-0.35235488,0.10615997,0.50145525,0.23377486,0.062112667,-0.10158603,-0.085756995,-0.28539914,0.019259477,0.6677972,0.06427908,0.52928257,0.31732824,0.51208675
10,-0.13651107,0.8982481,0.4129704,-0.29504743,-0.36809164,-0.36298853,-0.038820345,0.40675774,-0.29192612,-0.5052743,0.3506362,-0.37177792,-0.11267744,-0.073241286,-0.034652058,-0.24899632
11,-0.91154563,-1.1592743,-1.1942127,-0.9971604,-0.766634,-0.9597519,-0.94721746,-1.1182735,-1.1166027,-1.0769496,-1.1736968,-1.2472095,-0.86474264,-0.7159334,-0.85593945,-1.0523617
12,-0.91154563,-1.3408204,-1.3472778,-1.0473113,-0.766634,-1.1835382,-1.0481504,-1.1182735,-1.0478796,-1.0769496,-1.2399721,-1.2472095,-0.86474264,-0.91677463,-0.85593945,-1.0523617
13,-0.6835943,-0.7356668,-0.19928983,-0.79655665,-0.6579406,-0.81056106,-0.7958179,-0.6825503,-0.42937222,-0.5052743,-0.84232,-0.7000648,-0.42235133,-0.6757651,-0.8168305,-0.29127872
14,-0.72918457,-0.97772825,-0.73501754,-0.79655665,-0.51301616,-0.73596567,-0.6948849,-0.46468872,-0.36064917,-0.5492493,-0.643494,-0.8642082,-0.73202527,-0.7561016,-0.7777216,-0.7141026
15,-0.638004,0.17206368,0.56603545,0.65782017,-0.58547837,0.5321565,0.062112667,0.40675774,0.39530432,-0.9010495,1.2122158,0.50365376,0.108518206,-0.39458734,-0.42574129,-0.07986676
16,-0.72918457,0.35360977,1.1017631,0.5073674,-0.40432277,1.0543245,0.112579174,0.7698604,0.6701965,-0.98899955,0.7482883,0.12065242,0.2412356,-0.39458734,-0.54306805,-0.037584364
17,-0.5012332,-0.49360535,-0.27582237,0.30676368,0.24783738,-0.06460684,0.5163112,0.26151666,0.18913518,-0.59322435,-0.17956656,-0.7000648,-0.3338731,-0.2339143,-0.15197882,-0.20671393
18,-0.91154563,0.41412514,0.4895029,-0.2448965,-0.6941717,-0.13920225,-0.29115286,-0.46468872,-0.5668183,-0.9010495,-0.047015868,-0.20763446,-0.8205035,-0.91677463,-0.66039485,-0.84094983
19,0.3193916,0.17206368,0.642568,-0.94700944,-0.6941717,-1.0343473,-0.99768394,-1.1908941,-0.7042644,0.28627616,-0.97487074,-1.0283517,-0.86474264,-0.35441908,-0.66039485,-0.756385
20,0.22821109,0.2930944,0.642568,1.3097821,0.2840685,0.9797291,1.2228423,1.2055837,1.494873,0.28627616,1.278491,1.8715159,1.2587355,1.2523111,2.2336655,0.89262825
21,-0.31887215,0.17206368,0.56603545,-0.54580206,-0.58547837,-0.21379767,-0.5434854,-0.028965496,-0.017033953,-0.15347408,-0.047015868,0.011223457,-0.11267744,-0.4347556,-0.42574129,-0.12214915
22,0.59293324,-0.5541207,0.106840275,-0.6461039,-0.4405539,-0.5121794,-0.6948849,-0.31944764,-0.15448004,0.19832611,-0.643494,-0.48120686,-0.55506873,-0.35441908,-0.66039485,-0.33356112
23,-0.86595535,-1.2197897,-0.19928983,-0.9971604,-0.62170947,-1.1089427,-0.94721746,-1.045653,-1.0478796,-0.7691244,-1.041146,-0.8094938,-0.73202527,-0.5150921,-0.73861265,-0.5872555
24,-0.5924138,-0.9172129,-0.046224777,-0.54580206,-0.6579406,-0.58677477,-0.13975336,-0.8277914,-1.0478796,-0.63719934,-0.84232,-1.0283517,0.15275733,-0.11340954,-0.34752345,-0.756385
25,-0.5012332,0.47464052,0.87216556,0.3569146,-0.2956294,-0.13920225,0.61724424,0.04365504,0.60147345,-0.065524034,0.21808551,0.39422482,-0.20115569,0.007095226,0.35643718,0.17382759
26,-0.4100527,-0.06999779,-0.42888743,0.20646182,0.9724598,0.45756114,0.21351218,0.11627558,0.5327504,-0.02154901,0.81456363,0.7772262,-0.02419918,1.4129841,0.16089256,0.6812163
