,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-1.3181757,0.5099386,0.6672407,-1.3869793,0.22417066,-0.84578484,1.6427442,-1.0914829,-0.6716466,-1.2889276,-0.05849241,-0.43478802,-0.6674213,-0.63192695,-1.1534932,0.08854074
1,-0.42123598,-0.10850279,0.81030685,-1.2021586,-0.85988283,-0.874372,0.17475285,-0.61501074,-0.95504576,0.553451,-0.7454386,-0.46438336,-0.07164352,-0.42372397,0.11268449,-0.82865113
2,-0.7575884,-0.2940352,-0.26268932,-0.37046504,-0.85988283,-0.53132564,-1.0201238,-1.329719,-1.4273776,-0.9361316,-0.6731285,-0.40519267,-1.4798455,-1.1524343,-0.79172814,-0.82865113
3,1.2231535,1.0356138,1.0964391,0.59984404,-0.046842724,-0.21686648,0.6527035,0.69528764,0.4147167,-0.15214077,-0.094647475,0.39388195,-0.6674213,-0.73602843,0.43827304,1.1040032
4,-1.0191958,-0.47956762,-0.65612125,0.87707525,-0.08555892,-0.33121526,-1.0884025,-0.7738348,-0.10484836,-0.387338,0.049972776,-0.43478802,0.036679707,-0.63192695,0.5468026,-1.0251923
5,1.111036,0.72639304,0.8460734,0.41502327,-0.3178561,-0.27404088,1.1647935,0.8938177,-0.057615176,0.7494487,-0.3477329,1.5776962,1.0115888,0.66934156,0.47444955,0.1212976
6,0.6999386,0.5717827,0.98913956,0.83087003,-0.3952885,-0.18827927,1.0965149,0.8938177,0.036851197,0.43585238,-0.1669576,0.482668,1.0657504,1.3460011,0.8000381,0.8091915
7,1.6342508,1.561289,0.7745403,0.50743365,2.276129,1.8128245,0.37958887,1.3702899,-0.010381989,2.1998317,2.1831214,0.36428657,2.5822756,1.97061,0.8723911,-0.009729814
8,1.111036,1.6540551,0.09497608,-0.41667023,0.45646784,0.8980342,1.6768836,0.97322977,0.6508826,0.04385694,0.26690316,0.30509588,0.4699726,0.9295953,0.11268449,2.021195
9,0.1767238,-0.44864553,-0.8707205,-0.5552858,-0.55015326,-0.35980245,0.0040561818,-0.29736266,-0.6716466,-0.2697394,-0.70928353,-0.13883446,-0.17996675,-0.3196225,-0.6470221,-0.40281203
10,-0.346491,-0.7578662,-0.72765434,1.1543064,-0.24042371,-0.47415125,-0.5763125,-0.6944228,0.3674835,0.004657398,-0.6731285,0.2755005,0.3074878,-0.059368785,0.29356703,-0.3045415
11,0.36358625,0.015185484,-0.119623154,-0.13943906,-0.008126526,0.069005504,-0.6104518,0.5364636,0.17855076,-0.2697394,-0.1669576,-0.10923911,-0.28828996,-0.3196225,-0.35761008,0.35059556
12,-1.3929206,-1.3453856,-1.7291174,-1.063543,-1.5954906,-1.4175287,-1.3615172,-1.409131,-0.5771802,-1.328127,-1.6131601,-1.2930534,-1.4798455,-1.412688,-1.1173167,-1.3527608
13,-1.0191958,-0.8197104,-0.58458817,-0.23184946,-0.16299132,-0.21686648,0.038195517,-0.6547168,-0.5771802,-0.89693207,-0.5646633,0.09792838,-1.2090374,-0.8921806,0.36592004,0.5798935
14,-0.19700107,0.046107553,-0.119623154,-2.033852,0.9210622,0.64074945,-1.3273779,-0.33706868,-2.0886421,-0.387338,1.2069348,-0.8195276,-0.992391,-0.9442314,-0.68319863,-1.1234628
15,-1.0939407,-1.098009,-1.3356855,-1.7566209,-1.4406258,-1.017308,-1.2249599,-1.290013,-1.7580099,-1.4457257,-1.2516094,-0.8787184,-1.5881687,-1.5167896,-1.0811402,-1.1234628
16,-0.8323333,-0.8506324,0.23804224,-1.5718001,-0.51143706,-0.18827927,-1.0201238,-0.85324687,-1.8524762,-0.9753312,-0.31157786,-0.67155087,-1.1007142,-0.9442314,-1.0087872,-0.82865113
17,-0.98182327,-1.1598531,-0.65612125,-1.4793898,-0.66630185,-0.5027385,-1.0884025,-0.93265885,-1.285678,-0.70093435,-0.63697344,-0.9083137,-0.7757445,-0.8921806,-0.5746691,-1.1562196
18,1.2978984,1.7468213,2.0621357,-0.27805465,0.41775164,1.9843478,0.038195517,1.1717598,-1.0022789,-0.9361316,0.26690316,0.51226336,-0.45077482,-0.5278255,-0.03202153,0.8747052
19,0.6999386,1.2211461,0.05920954,0.2302025,0.108022064,0.011831107,0.3113102,0.85411173,0.7925822,0.5142515,0.1222829,-0.67155087,0.90326554,1.4501027,-0.5746691,-0.6976237
20,1.036291,1.7158992,0.81030685,0.5536389,0.37903544,-0.045343287,0.7551215,1.1320539,1.2176809,0.6710496,0.33921328,-0.849123,1.3365585,1.3460011,-0.75555164,-0.33729833
21,-0.15962858,-0.10850279,-0.19115624,0.41502327,0.41775164,-0.8171976,1.3013508,-0.61501074,-0.010381989,-0.30893895,0.44767848,-0.46438336,-0.17996675,0.35703713,-0.03202153,-0.009729814
22,1.4100158,1.9323537,1.0606726,1.4777428,0.688765,0.6693367,0.7551215,0.8144057,1.8317124,0.59265053,1.4238652,-0.22762053,1.3365585,2.5431683,-0.39378658,-0.14075722
23,0.1767238,0.13887376,0.09497608,0.09158691,0.26288685,0.78368545,0.6527035,0.4967576,-0.3882475,0.5142515,0.5199886,0.8082169,0.7407807,1.1377982,-0.104374535,0.5798935
24,0.06460634,0.13887376,-0.33422238,-0.74010664,0.108022064,0.0975927,-0.64459115,0.09969747,-0.3410143,1.415841,1.0623145,-0.5531694,0.09084132,1.0857475,-0.5384926,-0.7631374
25,0.6625661,0.16979583,-0.1553897,0.64604926,0.49518403,0.040418305,-0.16664049,-0.059126582,-0.24654792,0.16145557,0.1222829,1.1633612,0.7407807,-0.11141953,0.5106261,0.44886613
26,0.7373111,-0.2940352,0.23804224,-0.50908065,-0.58886945,-0.84578484,0.27717087,0.61587566,0.22578394,-0.34813848,-0.6731285,-0.49397874,1.119912,0.09678343,-0.79172814,0.023027038
27,0.28884125,-0.17034693,-0.119623154,-0.46287543,1.1146432,1.1839062,-0.6104518,0.4967576,-0.766113,0.7494487,1.6407956,0.9265983,0.3074878,0.20088491,1.3065091,0.41610926
28,-0.12225609,-0.47956762,0.6672407,0.2302025,0.5726164,0.0975927,-0.5080338,0.09969747,-0.2937811,1.3374418,0.37536836,-0.9083137,1.1740736,1.0857475,-0.39378658,-0.10800037
29,-0.23437355,-0.7887883,-0.40575546,-0.6939014,-0.2791399,0.8980342,-0.30319783,0.1791095,-0.3410143,-0.23053986,0.23074809,0.2163098,-0.8840677,-0.37167323,2.6088634,-0.07524352
30,-0.19700107,-0.41772348,-0.119623154,-0.7863118,-0.74373424,-1.0458952,-0.2690585,-0.09883259,-0.62441343,-0.818533,-0.8177487,-0.70114625,-0.17996675,-0.42372397,-0.79172814,-0.8941648
31,-0.19700107,-0.44864553,0.4526415,-1.2483637,0.5339002,-0.44556406,0.0040561818,0.059991457,-0.2937811,-0.30893895,-0.1669576,0.6306448,0.036679707,-0.007318047,-0.104374535,0.44886613
32,2.269583,2.0869641,2.9920657,0.13779211,2.7407234,3.1278358,1.5061868,1.76735,-0.057615176,1.3374418,3.4847038,2.051222,0.09084132,0.8775445,0.7276851,1.8574108
33,-0.346491,-0.07758072,-1.1568528,0.32261288,-0.3565723,-0.47415125,0.038195517,-0.4561867,-0.3882475,-0.19134031,-0.31157786,-0.73074156,-0.8299061,-0.4757747,0.36592004,-0.79589427
34,-0.27174604,-0.44864553,-0.83495396,-0.41667023,-0.4340047,-0.07393049,-0.6787305,-0.61501074,0.88704854,-0.387338,-0.31157786,0.06833302,-0.6674213,-0.37167323,-0.46613958,0.1868113
35,0.88680106,0.2007179,1.8475364,0.1839973,0.34031925,0.46922627,2.018277,0.29822752,1.3121473,0.04385694,0.55614364,1.0449798,0.3074878,0.66934156,0.9809206,2.053952
36,-0.3838635,-1.0361649,-1.1210862,-0.6939014,-1.2083286,-0.9601336,-1.2590992,-0.33706868,-0.5771802,-0.6225353,-0.8177487,-1.2930534,-0.3966132,-0.26757175,-1.2620227,-1.2544903
37,-0.23437355,-1.098009,-1.0495532,-0.23184946,-1.1696124,-0.9315464,-1.0884025,-0.3767747,-0.48271385,-0.54413617,-0.8177487,-1.3818394,-0.55909806,-0.5278255,-1.2981992,-1.2544903
38,-0.53335345,-0.8506324,-0.8707205,-1.2483637,-1.3244772,-1.1888312,-0.5763125,-0.53559875,-1.1912117,-1.0929298,-1.034679,-1.0858859,-0.9382293,-1.3606373,-1.0449637,-1.1562196
39,-1.0939407,-1.2835414,-1.5145181,-1.063543,-1.4406258,-1.3603544,-1.3615172,-1.210601,-0.19931474,-1.4457257,-1.54085,-1.352244,-0.9382293,-0.8401299,-1.3705522,-1.4510313
40,-1.7666456,-1.2216972,-1.6933509,-1.1559534,-1.479342,-1.3889415,-1.3615172,-1.7664851,-0.5771802,-1.4457257,-1.577005,-0.5235741,-1.7506535,-1.7770432,-0.5746691,-0.8941648
41,0.36358625,0.6336269,0.5241746,-0.13943906,-0.16299132,-0.5027385,-0.5763125,-0.13853861,-0.48271385,0.2006551,-0.022337347,-0.5531694,-0.28828996,0.5652401,-0.71937513,-0.5010826
42,-1.1313132,-1.2216972,-1.4072186,-1.3869793,-0.9373152,-1.0458952,-1.3273779,-0.93265885,-0.19931474,-1.1321293,-0.96236897,-0.8787184,-0.9382293,-0.8921806,-1.0087872,-1.1562196
43,-1.5424106,-1.2835414,-1.3356855,-0.9249274,-1.4019096,-1.1030695,-1.0884025,-1.369425,-1.2384448,-1.2889276,-1.1069893,-0.5827648,-1.5340071,-1.3606373,-0.5746691,-0.861408
44,0.43833122,0.81915927,0.6672407,0.87707525,0.34031925,-0.045343287,2.0865555,0.9335237,2.4457438,0.122256026,0.33921328,0.12752374,1.0657504,0.981646,-0.35761008,0.44886613
45,-0.8323333,-0.8197104,-0.7991874,-0.7863118,-1.285761,-1.160244,-0.30319783,-0.7738348,-0.43548068,-0.9361316,-1.1792994,-0.849123,-0.6132597,-0.68397766,0.6191556,0.08854074
46,-1.7666456,-1.3763076,-1.4787517,-1.3407742,-1.3244772,-1.4175287,-1.3615172,-1.7267791,-1.9941759,-1.4065261,-1.3600746,-1.2042673,-1.8048152,-1.7770432,-1.3705522,-1.3527608
47,-1.5424106,-1.0670869,-1.1210862,-1.3869793,-1.5567744,-0.30262807,-1.2932385,-1.528249,-1.6163104,-1.4065261,-1.5046949,-1.0858859,-1.696492,-1.7249925,-1.3343757,-1.090706
48,-0.9070783,-0.8815545,-0.7991874,-0.13943906,-0.70501804,-0.6742616,-1.0201238,-0.85324687,-0.43548068,-0.85773253,-0.63697344,-0.76033694,-0.8840677,-0.63192695,-1.2258462,-0.8941648
49,-0.6828434,-0.9743207,-0.048090074,-0.6939014,-0.16299132,-0.8171976,0.0040561818,-1.0120709,-1.2384448,-0.7793335,-0.27542278,-0.8195276,-0.50493646,-0.3196225,-1.0811402,-0.4355689
50,-0.30911854,-0.5723338,0.3811084,-0.50908065,-1.0534638,-0.76002324,-0.5763125,-0.7341288,-0.766113,-1.328127,-1.3600746,-0.19802518,-1.2090374,-1.4647387,-0.6470221,-0.042486668
51,0.5130762,0.2934841,3.1708984,-0.832517,0.45646784,0.92662144,0.44786754,0.13940348,-1.2384448,-0.11294123,0.6284538,0.03873767,-0.55909806,-0.26757175,-0.28525707,0.5798935
52,-0.45860848,-0.3868014,1.0964391,-1.1559534,-0.3178561,-0.10251768,-0.43975517,-0.93265885,-1.4746108,-0.54413617,-0.5646633,-0.22762053,-1.1007142,-1.204485,0.14886099,-0.46832573
53,-1.4676656,-0.3868014,-0.58458817,-1.6180053,-1.0534638,-0.70284885,-0.5763125,-1.488543,-1.7580099,-1.1321293,-1.034679,-0.67155087,-1.8048152,-1.7770432,-0.28525707,-0.5665963
54,-0.8697058,-0.3868014,0.6672407,-1.294569,0.26288685,-0.15969208,-0.54217315,-0.89295286,-1.521844,-0.7401339,-0.022337347,-0.5827648,-1.3173606,-1.3606373,-0.28525707,-0.14075722
55,0.62519366,0.4790165,0.88183993,-1.063543,1.850251,1.584127,-0.95184517,-0.25765663,-1.521844,1.3766414,2.3277416,-0.67155087,0.09084132,0.14883417,0.5829791,-1.0251923
56,0.5130762,0.60270476,0.9176065,-1.2021586,2.3535614,1.6984757,-1.0201238,0.7349937,-1.3801445,1.1022446,3.4123936,-0.28681123,0.3616494,0.14883417,0.6915086,-0.7631374
57,0.13935131,0.16979583,0.4526415,-0.46287543,0.108022064,-0.18827927,-0.4738945,-0.09883259,-0.19931474,-0.4657371,-0.38388798,0.12752374,-0.8840677,-0.5798762,0.40209654,-0.27178463
58,-0.6828434,-0.54141176,-0.7634209,-1.4331845,0.41775164,0.2119415,-1.0884025,-0.6944228,-1.7107767,-0.4657371,0.8815392,-0.2572159,-0.3966132,-0.63192695,0.004154977,-0.33729833
59,-0.53335345,-0.5723338,-0.65612125,-0.27805465,0.14673826,-0.045343287,-0.64459115,-0.09883259,-1.285678,-0.387338,-0.31157786,0.03873767,-0.23412836,-0.37167323,1.5959212,-0.14075722
